,question,humor
5147,Would this hammer be an effective tool for bashing in the skulls of zombies?,True
5148,Does the Aladdin jar come with or without the Genie?,True
5149,Is it a good squishy?,True
5150,Is your body ready after 11 years of waiting?,True
5151,Can it kill a zombie?,True
5152,Will this shoot small children?,True
5153,How much can a professional sling shotist make in a year? Im interested in changing careers and i hope a profesional sling shot will help me get ther,True
5154,Does this tablet offer the exploding battery option?,True
5155,I work for a construction company can I power a jack hammer with this unit? just kidding I can not believe some of the questions asked.,True
5156,Lql dolls? now that is lol!,True
5157,Lol asian,True
5158,Can I see some one open up a lol doll,True
5159,Lol asian,True
5160,In addition to producing a photoshopped face as shown in amazon pictures is there another button to produce a video hologram of Princess Leia?,True
5161,With an xbox one can i bring a gun into a childrens hospital to avenge master chief,True
5162,Does the male model come with these pants? Asking for a friend.,True
5163,Do get mushroom silhouette with these? If you catch my drift.,True
5164,Does this include the woman in the picture?,True
5165,#5 pregnant women are available? LOL!!,True
5166,How much for the model also?,True
5167,Since I'm new to comics I ask If they can grow back Groot wouldn't that mean he's practically immortal?,True
5168,Is it a good dancer?,True
5169,Is it solar powered?,True
5170,How much for the Dude!?,True
5171,What is the meaning of life? Does God really exist? Will my wife stop cheating on me with my brother Larry? Why do my kids hate me?,True
5172,Do you have to score lower than 5 on an IQ test to purchase?,True
5173,which period of American greatness is the hat proposing to return us to? will the wearer know when the greatness has returned to America?,True
5174,Will this hat kill my brain cells  and make me as ignorant as a trump supporter?,True
5175,does it shoot out lightning?,True
5176,Does Bobblehead Jesus in fact take the wheel?,True
5177,Can i use tis at real storees?,True
5178,Can i kill isis terrorist with this?,True
5179,Can i kill isis terrorist with this?,True
5180,Can you kill a zombie,True
5181,does this shlong fly?,True
5182,Do I need to put some dressing herbs or my own belongings like hair or clothes fabrics into burn it? or put a money under the bottom?,True
5183,What will happen if I purchase another in 3 weeks will it alter my luck?,True
5184,Can I put oils on this candle such as road opener and john high,True
5185,Do I need to put some dressing herbs or my own belongings like hair or clothes fabrics into burn it? or put a money under the bottom?,True
5186,Let's face it half of us want this to be redesigned to look like the death star.  so where is the marketing team and what's the holdup w/ lucasfilm?,True
5187,What does Alderaan think of this product?,True
5188,Will this shoot a laser beam out like the Death Star?,True
5189,Is this good for frying eggs?,True
5190,Whenever my wife puts me in the “doghouse” could this become a permanent home for me?,True
5191,Are these houses self contained or do you need to connect to a seqage system or leaching field?,True
5192,Is she possessed,True
5193,How does the word WiFi apply to this any more than the word banana does?,True
5194,do you find this slips when you run?,True
5195,does this come with the cat?,True
5196,How effective would this sword possibly be on a zombie?,True
5197,Is this sword a decoration or a real lethal weapon one can use to protect their life against other real swords?,True
5198,is this sword made by musashi,True
5199,is full capable of perform tameshigiri?,True
5200,"if I were to leave this earth would my heir have access to this ""fingerprint"" technology?",True
5201,Will they fix my marriage?,True
5202,Will i become a zombie if i use this product?,True
5203,Would you kill zombies with it,True
5204,Can it kill a zombie,True
5205,does this make you poop gold?,True
5206,Is this delivered by winged horses?,True
5207,Can you eat it,True
5208,Does the kid come with this too?,True
5209,How do mice really feel about this?  You know?,True
5210,Would zombies have a hard time seeing you with this?  Fresh zombies with intact eyessof course?,True
5211,Will this keep the Kardashians away?,True
5212,Does it kill real zombies?  I have one in my back yard.,True
5213,Will it give my cat special powers?,True
5214,Will this fit a human?,True
5215,If I were to put this on a cat would he conspire against me and kill me in my sleep? I tried to ask catbert but he just hung up on me.,True
5216,Can i use this as a butt plug?,True
5217,Will this sever a man's spinal cord?,True
5218,is the boy  included?,True
5219,does the kid come with?,True
5220,is the boy  included?,True
5221,In the video it showed these being used on a bike in outer space. If i bring these and my Bike to the International Space Station will they still work,True
5222,Anyone capture spirit voices with this?,True
5223,Can I put this on my pizza ?,True
5224,Zombie go boom? Full face cut off,True
5225,Does is come with the tomato?,True
5226,How transparent are the white shorts?  Will people be able to tell my religion?,True
5227,Will it stop a young child from using dirty words?,True
5228,Bought this to track my sleepwalking but my sleepwalking self lost it. How do I find it?,True
5229,Do you think this tape could get my dad to stick around?,True
5230,Does it have mother?,True
5231,Did anyone do any special ceremony in a new home with the sage?  Or used it to help spirits move the on to their resting place?,True
5232,Someone please help me. I smudged my home and it seems sometime after i been bothered by a spirit are some kind of entity especially at night. Help,True
5233,Can this be burned,True
5234,Will this locket turn me into a mermaid?,True
5235,Will this locket turn me into a mermaid?,True
5236,"If you ask it ""Does this outfit make me look fat?""  will it answer honestly?",True
5237,Is there a tiny wizard inside taking the photo?,True
5238,This has got to be the dumbest thing ever!?,True
5239,Is this suitable for giving to my unicorns?,True
5240,In the case that it is what you add to it is there such a thing as a liquified will to live?,True
5241,Can I put 29 children in it then eat the Can? 🧐,True
5242,So i guess if opened theres air inside,True
5243,If it was dehydrated what will be the point putting water in dehydrated water it’s like the water is the water,True
5244,Is this item vegan free? Also does it keep aliens away?,True
5245,would this cut off Zombies heads?,True
5246,Can you use this to wipe your butt?,True
5247,Will I become Shrek if I wear this longer than three days at a time?,True
5248,Does it come with Chicken,True
5249,I have been waiting more than a month is this product coming from Mars?,True
5250,can you move silverware with it or do the haunted deck?,True
5251,How will my Packer-fan neighbors feel about this? Will they move?,True
5252,If I buy these shirts will my girl come back to me?,True
5253,Will he make me betray the new order?,True
5254,will this man betray me?,True
5255,Will it give the wearer any mystical ninja-like abilities? :-),True
5256,Embarrassing question: Is it okay for a human to use it? I kinda stole it from my cat tonight.,True
5257,If my child falls inside of the ball the plastic ball obviously how do I get them out? The company says they won't replace it if I open it.,True
5258,How many hits would it take to slay a middle age dragon?,True
5259,Buned gease on chrome,True
5260,How big was that rock you hit when you fell down?,True
5261,will the thing attract aliens ?,True
5262,If I eat this how bad will it hurt?,True
5263,Does the guy in the picture come with ;)?,True
