,text,humor
5023,The longest recorded length of this species is one found on Guam measuring three meters.,False
5024,Vaughan Williams and Butterworth became close friends.,False
5025,"Eros was one of the first asteroids to be visited by a spacecraft , and the first to be orbited and soft-landed on.",False
5026,"She chose to vote out Rafe , because she felt she would have a better chance in the final two against Stephenie ..",False
5027,"In the Classical period , symphonies in G minor almost always used four horns , two in G and two in B-flat alto.",False
5028,The breeding season lasts April to May.,False
5029,"In the U.S. , the set includes the standard edition 's 12 tracks , with three all new tracks - the lead U.S. number-one single `` Take a Bow '' , a remix of `` If I Never See Your Face Again '' with Maroon 5 , and the U.S. number-one single `` Disturbia . ''",False
5030,"PÃ¨re David 's Deer has a long tail , wide hooves , and branched antlers.",False
5031,The local name for them is Cagafogo.,False
5032,The name also suggests that they may have been descended from a family of blacksmiths.,False
5033,"Cameron went on to star in many films , including 1987 's Like Father Like Son , which was a box office success.",False
5034,An infinite sequence of letters may be constructed from elements of an alphabet as well.,False
5035,Longfellow often used allegory in his work.,False
5036,"Released on 24 May 2004 , it was Bloc Party 's first V2 Records EP.",False
5037,"Without the two full loops of the fully developed paper clip , it was difficult to insert sheets of paper into his clip.",False
5038,Kitty Pryde was one of the main characters in Whedon 's run on Astonishing X-Men.,False
5039,"Here , many storage devices are connected to many host server devices in a network.",False
5040,"It was then announced that the group 's first EP , The First Mini Album Gee , would be released in January 2009.",False
5041,"They were married on June 28 , 1919 and lived in her mother 's home.",False
5042,The city is first documented in 1246.,False
5043,"Being insoluble in water , they can be purified by washing away the associated starch.",False
5044,He solved many problems created by Fermat.,False
5045,Grieg 's later life brought him fame.,False
5046,The company also hosts an annual holiday book drive to collect books for disadvantaged children.,False
5047,"Opeth returned home after touring in support of Blackwater Park , and began writing for the next album . At first , Ãkerfeldt had trouble putting together new material : `` I wanted to write something heavier than we 'd ever done , still I had all these great mellow parts and arrangements which I didn't want to go to waste . ''",False
5048,"In science fiction , the Three Laws of Robotics are a set of three rules written by Isaac Asimov , which almost all positronic robots appearing in his fiction must obey.",False
5049,The first recorded use of champagne as a color name in English was in 1915.,False
5050,The name of the hypothesis comes from the term the continuum for the real numbers.,False
5051,"Work is carried out from a combined studio and workshop where concept development , detailing , prototyping and small scale fabrication take place.",False
5052,The song also went # 1 on all major digital music charts within two days.,False
5053,"Butterworth did not write a great deal of music , and during the war he destroyed many works he did not care for.",False
5054,"Additionally , is simply a rendering of , without bothering with the optional first argument.",False
5055,Hurtova Lhota was first documented in 1436.,False
5056,He had become one of the first American celebrities and was also popular in Europe.,False
5057,She was nominated for the Academy Award for Best Actress for her work in Mogambo.,False
5058,Nutritional changes may also cause bacterial filamentation.,False
5059,"`` We don't see ourselves as a destructive force , but we are . ''",False
5060,The North Sea lies to the east.,False
5061,Boohbah is a 2003 television show aimed at children between three and six years olds.,False
5062,Consecutive holidays refers to holidays that occur in a group without working days in between.,False
5063,"For a few months in early 2006 , he coached Real Sociedad 's first team.",False
5064,"Tactics also play a key role , and the combination makes it attractive to many.",False
5065,Another but least popular way to identify the file format is to look at the file contents for distinguishable patterns among file types.,False
5066,"It includes hamsters , gerbils , true mice and rats , and many other relatives.",False
5067,Her sisters were also born in Rasht.,False
5068,"Sugden appeared in many other television series , including The Liver Birds and Coronation Street.",False
5069,Cleopas is one of the two disciples to whom the risen Lord appeared at Emmaus.,False
5070,Fossil records indicate that nautiluses have not evolved much during the last 500 million years.,False
5071,"The couple had numerous children , one of whom , Francesco , became a painter.",False
5072,"Hsinchu County controls one township-level city , three urban townships , and nine rural townships.",False
5073,He currently lives near New York City.,False
5074,"`` Do not the Unbelievers see that the skies and the earth were joined together , then We clove them asunder and We created every living thing out of the water.",False
5075,"Juan Ruiz de AlarcÃ³n y Mendoza , one of the greatest Novohispanic dramatists of the Golden Age , was born in New Spain.",False
5076,"On April 6 , 2004 , Modest Mouse released their fourth album , the platinum-selling Good News for People Who Love Bad News , which scored two hits with `` Float On '' and `` Ocean Breathes Salty ''.",False
