,question,humor
5628,How much is shipping to Ireland/Europe?,False
5629,Does the gas can hold bubble solution?,False
5630,if i will buy two can I have multi buying discount?,False
5631,We live in a beautiful rented house with painted walls and crown moulding.  Will these damage the walls/paint when mounted?,False
5632,What is the shield made from?,False
5633,Can you wear this like a backpack???,False
5634,A couple reviews say it might be prone to stealing. Wanted to know if this has been fixed. I will also say it is a gift and hopefully that will help,False
5635,Would you offer any discounts due to damages on shield?,False
5636,Is there any way to have the drink holder on the back of the console in the OPEN position while this is installed? Our dog water drinks from cups in the back cupholder.,False
5637,how did you get the pacifier to stay on? I'd the head easy to put back on?,False
5638,Is the coat waterproof?,False
5639,Though people are reporting that the pendant they receive is smaller than the pictures the pendant that ships is exactly the pendant in the photos.,False
5640,Can i use this on the europe? Because is difrent electric cable...,False
5641,The item listed is for a size Medium.. How can I order a different size?,False
5642,Does this Visqueen include an additive for UV exposure?,False
5643,Are these children size or adult size,False
5644,Will it work with HK P30 mags?,False
5645,How many grams of sugar per packet?,False
5646,Does it works with a macbook air 13 inch a1369 ?,False
5647,What type of batters does the 960 have?,False
5648,What material is it made up of?,False
5649,What are these actually made out of?  If they're 85% Nylon and 15% Lycra....then they're not cotton.  Which is it??,False
5650,what size do I get,False
5651,"will the standard size fit if your 6.4"" and muscular",False
5652,How fast will this get to me? Do you offer prime?,False
5653,Do I need a firearm identification card to have this in Chicago?,False
5654,Is this 100% lye?,False
5655,are these appropriate as an archery arm guard? standard guards are too short so I'm interested in this as an alternative,False
5656,Why can't this be shipped to California?,False
5657,Will this hit starlings from say 6 feet away?,False
5658,Is it stronger than the new 2.0? I saw a diplomatic answer stating all new models are stronger and more reliable it doesn't answer the question.,False
5659,Is this a 12 pack of 12 counts so 144 in total?,False
5660,Do you sell this in 50 gallon food safe barrels? (Please consider this my review of the product),False
5661,If i buy 8 each men and women oil concentrate what discount or wholesale cost can offer me please,False
5662,how long will the bottle last using 2-3 drops a day?,False
5663,Ship to Australia mate?,False
5664,Where ca i buy aqua 41 men's cologne?,False
5665,How long does it take to work,False
5666,I noticed a small hole in the hair brush (where the bristles was attached). What is it for?,False
5667,Is this antibacterial? Looking for something to spray stuffed animals with to disinfect,False
5668,Is this item treated with ANY type of chemical? Would it be safe if used as a cushion in a childs room?,False
5669,Whats the catch?,False
5670,Why do you brand it as Chef'n Bananza when it's a pale copy of it? I have been using slicer for over 5 years and I can tell you this one is not enuine,False
5671,I want to dehydrate bannanas. I have to have them around one quater inch thick. How thick are these? Thank you.,False
5672,Can it be used on hard boiled eggs?,False
5673,is this item legal in all 57 states? Thanks BO,False
5674,How thick are the slices?  I make my own banana chips and it requires thin slices of banana. Thanks!,False
5675,How far apart are the screw holes?,False
5676,Does this model have any USB ports?,False
5677,Will this mannequin wear a size 24 x 22 size pants?,False
5678,Is the plain part were there is no cat white?,False
5679,Do these work well with the thomasville speedway race track? it's reviews say the plastic cars work best with it.,False
5680,Why is this item $300???wth.. Im licensed barber not an idiot. Does this supplier know how to be comparitive in pricing? why is it $300,False
5681,Do you need to download a software or something?,False
5682,Isnt it to big?,False
5683,Can someone post the allergy warning (if there is one)?  it's usually listed below the ingredients.  thanks!,False
5684,How well does this pick up long hair?  Is it a pain to clean the long hair out of the brushes?,False
5685,I just purchased the BobSweep and I am very disappointed.  It never cleans an entire room! Does the Roomba clean the entire space before moving on?,False
5686,Does this product have oil in it?,False
5687,Is it tiresome to swing? Would it be useful for prolonged brush/shrub clearing or better suited to short term chopping?,False
5688,How do you maintain the blade?,False
5689,Is the silver dingy or shiny?,False
5690,How much to use in one gallon of water?,False
5691,Will xbox make games specifically for the xbox one s or is the one s just a better console to play xbox one games on?,False
5692,Can I play download games from my xbox one on the Xbox one slim?,False
5693,Can I see a picture of the blade without the sheath on it?,False
5694,Can it be thrown fairly well?,False
5695,can i use it to make a wood spear?,False
5696,Will this game work on a PS3?,False
5697,What's the difference between this and the shi shi oil?,False
5698,Will the gray finish rub off the watch dial?,False
5699,What are the payment options?,False
5700,the price for this game is ridiculous,False
5701,Is this $199.99 for the VGA 90 Mario Kart or is that just a stock photo and yours is just new factory sealed?,False
5702,Is neck flap removable?,False
5703,ok the description says skirt. the photo shows pants. the reviews say pants. which is it?,False
5704,Can you ship to Florida?,False
5705,Why is this so cheap? At this price I can buy one for evwry room in the house.,False
5706,is this tv 3d?,False
5707,Is this tv really over 14 thousand dollars?,False
5708,I'm having trouble accepting the terms and conditions on my game.did anybody else have this problem?,False
5709,What is the inseam?,False
5710,Where is this manufactured?,False
5711,How long will it take to ship to America?,False
5712,What size of reel is this?,False
5713,Can someone give me a detailed description of the sound quality and also the battery life?,False
5714,Can I purchase with food stamps,False
5715,Can this be stored upright?,False
5716,Is this really genuine Millwaukee battery?,False
5717,Will this battery work on my fuel hacksaw,False
5718,who whould acually buy this? $3000? really?,False
5719,what is the item number,False
5720,Can you play with the expansion pack or do you have to have the original set?,False
5721,if your a prime member do you get any  disscounts on the elf,False
5722,How wide is the grabber - what I mean what is the extent of the item you can retrieve? Thanks!,False
